object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit001695,138202,Silve,"Fregoso, Antonio Fileremo",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1976,IT\ICCU\SBL\0058282,fregoso antonio fileremo::silve,selected,bibit001695,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001695,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001695
bibit000943,136784,Ercole,"Giraldi Cinzio, Giambattista",500,Poesia,ita,nella stamperia de Gadaldini,In Modena,1557,CNCE 21268,giraldi cinzio giambattista::ercole,selected,bibit000943,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000943,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000943
bibit000981,136854,Favola pastorale,"Giraldi Cinzio, Giambattista",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1985,IT\ICCU\CFI\0091653,giraldi cinzio giambattista::favola pastorale,selected,bibit000981,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000981,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000981
bibit001481,137794,Le fiamme,"Giraldi Cinzio, Giambattista",500,Poesia,ita,appresso Gabriel Giolito de Ferrari,In Vinegia,1548,CNCE 21257,giraldi cinzio giambattista::le fiamme,selected,bibit001481,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001481,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001481
bibit000453,135844,La Legenda de Sancto Stady,"Grioni, Franceschino",300,Poesia,ita,"Presso La Societa Edit., 1903 (Perugia, Unione Cooperativa Editrice)",Roma,1903,IT\ICCU\CUB\0622160,grioni franceschino::la legenda de sancto stady,selected,bibit000453,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000453,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000453
bibit000799,136508,Il Pastor fido,"Guarini, Battista",500,Poesia,ita,Mursia,Milano,1977,IT\ICCU\SBL\0156171,guarini battista::il pastor fido,selected,bibit000799,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000799,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000799
bibit001521,137870,Egloghe e prosa,"Guidalotti, Diomede",500,Poesia,ita,Antenore,Padova,1998,IT\ICCU\VEA\0104586,guidalotti diomede::egloghe e prosa,selected,bibit001521,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001521,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001521
bibit000236,135428,De la condizione di Venezia,"Guidi, Iacopo d'Albizzotto",400,Poesia,ita,Zauli arti grafiche,Roma,1995,IT\ICCU\TO0\0342576,guidi iacopo d albizzotto::de la condizione di venezia,selected,bibit000236,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000236,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000236
bibit000640,136206,Laude,Iacopone da Todi,200,Poesia,ita,Laterza,Roma ; Bari,1980,IT\ICCU\RAV\0057825,iacopone da todi::laude,selected,bibit000640,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,31641,7910,10547,http://www.bibliotecaitaliana.it/scheda/bibit000640,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000640
bibit000875,136656,Proemi programmatici,"Landino, Cristoforo",400,Poesia,ita,Bulzoni,Roma,1974,IT\ICCU\SBL\0562484,landino cristoforo::proemi programmatici,selected,bibit000875,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000875,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000875
bibit000242,135440,Leporeambi,"Leporeo, Ludovico",600,Poesia,ita,Res,[San Mauro Torinese],1993,IT\ICCU\MIL\0190215,leporeo ludovico::leporeambi,selected,bibit000242,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000242,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000242
bibit001186,137242,Decennali,"Machiavelli, Niccolò",500,Poesia,ita,Sansoni,Firenze,[1971],IT\ICCU\SBL\0429856,machiavelli niccolo::decennali,selected,bibit001186,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001186,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001186
bibit001362,137568,Petrarca spirituale,"Malipiero, Girolamo",500,Poesia,ita,stampato per Francesco Marcolini da Forlì appresso la chiesa de la Trinità,In Venetia,1536,CNCE 28602,malipiero girolamo::petrarca spirituale,selected,bibit001362,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001362,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001362
bibit000567,136062,"Spirto gentil, da quel bel grembo sciolto","Malpigli, Nicolò",400,Poesia,ita,Librit,Ferrara,1994,IT\ICCU\IEI\0084629,malpigli nicolo::spirto gentil da quel bel grembo sciolto,selected,bibit000567,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000567,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000567
bibit000257,135470,Versi d'amore,"Mantelli di Canobio, Giovanni de",400,Poesia,ita,Commissione per i testi di lingua,Bologna,1985,IT\ICCU\RAV\0107309,mantelli di canobio giovanni de::versi d amore,selected,bibit000257,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000257,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000257
bibit001540,137906,Adone,"Marino, Giovambattista",600,Poesia,ita,Mondadori,Milano,1976,T\ICCU\SBL\0594294,marino giovambattista::adone,selected,bibit001540,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit001540,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001540
bibit000657,136240,La galeria,"Marino, Giovambattista",600,Poesia,ita,Liviana,Padova,1979,IT\ICCU\SBL\0336561,marino giovambattista::la galeria,selected,bibit000657,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000657,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000657
bibit000341,135630,La sampogna,"Marino, Giovambattista",600,Poesia,ita,Fondazione P. Bembo,[S.l.],[1993],IT\ICCU\LO1\0327239,marino giovambattista::la sampogna,selected,bibit000341,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000341,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000341
bibit001371,137586,Il Pianto d'Aretusa,"Martirano, Bernardino",500,Poesia,ita,Loffredo,Napoli,stampa 1993,IT\ICCU\CFI\0259772,martirano bernardino::il pianto d aretusa,selected,bibit001371,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001371,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001371
bibit001216,137294,Poemetti in ottava rima,"Medici, Lorenzo de'",400,Poesia,ita,Salerno editrice,Roma,1992,IT\ICCU\UFI\0090597,medici lorenzo de::poemetti in ottava rima,selected,bibit001216,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit001216,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001216
bibit001557,137938,Poemetti in terzine,"Medici, Lorenzo de'",400,Poesia,ita,Salerno,Roma,1992,IT\ICCU\UFI\0090597,medici lorenzo de::poemetti in terzine,selected,bibit001557,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit001557,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001557
bibit000409,135760,La clemenza di Tito,"Metastasio, Pietro",700,Poesia,ita,Mondadori,Milano,1943,IT\ICCU\CUB\0452644,metastasio pietro::la clemenza di tito,selected,bibit000409,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000409,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000409
bibit000354,135656,Cristo raffigurato nel sasso,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::cristo raffigurato nel sasso,selected,bibit000354,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000354,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000354
bibit001638,138092,Il pellegrino apostolico,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::il pellegrino apostolico,selected,bibit001638,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,17466,4366,5822,http://www.bibliotecaitaliana.it/scheda/bibit001638,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001638
bibit000414,135770,In morte di Ugo di Bassville,"Monti, Vincenzo",700,Poesia,ita,UTET,Torino,1969,IT\ICCU\UBO\0115624,monti vincenzo::in morte di ugo di bassville,selected,bibit000414,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,45574,11393,15192,http://www.bibliotecaitaliana.it/scheda/bibit000414,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000414
bibit001062,137008,La musogonia,"Monti, Vincenzo",700,Poesia,ita,UTET,Torino,1969,IT\ICCU\UBO\0115624,monti vincenzo::la musogonia,selected,bibit001062,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit001062,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001062
bibit001183,137236,La visione d'Ezechiello,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::la visione d ezechiello,selected,bibit001183,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit001183,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001183
bibit000302,135558,Pensieri d'amore,"Monti, Vincenzo",700,Poesia,ita,R. Ricciardi,Milano [ecc.],1953,IT\ICCU\RAV\0121258,monti vincenzo::pensieri d amore,selected,bibit000302,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000302,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000302
bibit000246,135448,Per S. A. don Pietro Vigilio,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::per s a don pietro vigilio,selected,bibit000246,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000246,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000246
bibit001039,136966,Per S. A. il barone Ludovico d'Erthal,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::per s a il barone ludovico d erthal,selected,bibit001039,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit001039,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001039
bibit000474,135886,Per la passione di Nostro Signore,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::per la passione di nostro signore,selected,bibit000474,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000474,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000474
bibit001145,137164,Per sua Em. Guido Calcagnini,"Monti, Vincenzo",700,Poesia,ita,G. Barbera,Firenze,1886,IT\ICCU\RAV\0335758,monti vincenzo::per sua em guido calcagnini,selected,bibit001145,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit001145,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001145
bibit001011,136910,Prometeo,"Monti, Vincenzo",700,Poesia,ita,UTET,Torino,1969,IT\ICCU\UBO\0115624,monti vincenzo::prometeo,selected,bibit001011,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit001011,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001011
bibit000676,136276,Traduzione dell'Iliade,"Monti, Vincenzo",700,Poesia,ita,R. Ricciardi,Milano [ecc.],1953,IT\ICCU\RAV\0121258,monti vincenzo::traduzione dell iliade,selected,bibit000676,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000676,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000676
bibit001432,137700,Amorosa opra,"Muzzarelli, Giovanni",500,Poesia,ita,Libreria universitaria editrice,Verona,1982,IT\ICCU\SBL\0608062,muzzarelli giovanni::amorosa opra,selected,bibit001432,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001432,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001432
bibit001630,138078,Fabula di Narciso,"Muzzarelli, Giovanni",500,Poesia,ita,G. Arcari,Mantova,1983,IT\ICCU\CFI\0000596,muzzarelli giovanni::fabula di narciso,selected,bibit001630,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,16067,4016,5356,http://www.bibliotecaitaliana.it/scheda/bibit001630,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001630
bibit000406,135754,Epistole d'Ovidio,"Nannini, Remigio",500,Poesia,ita,RES,San Mauro Torinese,1992,IT\ICCU\LO1\0097196,nannini remigio::epistole d ovidio,selected,bibit000406,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000406,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000406
bibit000845,136598,Silva,Niccolò da Correggio,400,Poesia,ita,Laterza,Bari,1969,IT\ICCU\IEI\0032571,niccolo da correggio::silva,selected,bibit000845,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000845,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000845
bibit000507,135946,Passion,Niccolò da Verona,300,Poesia,ita,Marsilio,Venezia,1992,IT\ICCU\VEA\0042742,niccolo da verona::passion,selected,bibit000507,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000507,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000507
